phase,sleepHours,sleepQuality,energy,mood,muscleSoreness,sleepDebt,acuteLoad,chronicLoad,recoveryScore
Ovulation,6.9,2,3,4,2,1.1,180.7,101.4,44.5
Follicular,6.8,2,3,4,3,1.2,386.6,486.6,31.6
Follicular,6.2,3,3,4,3,1.8,329.3,357.8,37.6
Menstrual,6.2,3,2,3,1,1.8,185.5,146.1,42.4
Late Luteal,6.3,2,2,2,2,1.7,241.7,280.1,32.3
Follicular,6.9,3,4,3,1,1.1,55.3,0.0,54.6
Early Luteal,7.4,4,4,4,3,0.6,292.6,312.4,53.7
Early Luteal,7.0,2,2,2,3,1.0,320.1,352.3,29.1
Follicular,7.2,3,3,3,2,0.8,95.5,82.7,52.7
Menstrual,6.3,3,1,2,5,1.7,800.0,643.4,10.9
Ovulation,9.3,4,4,5,3,0.0,263.3,230.9,70.1
Follicular,6.7,3,2,3,3,1.3,416.8,516.8,36.3
Menstrual,8.1,4,3,3,2,0.0,113.2,213.2,68.0
Early Luteal,7.1,3,2,2,3,0.9,329.9,314.8,37.6
Ovulation,7.9,4,3,4,2,0.1,91.8,109.0,69.1
Follicular,6.7,4,2,3,5,1.3,700.0,652.9,31.9
Early Luteal,7.4,4,4,4,2,0.6,207.4,307.4,61.7
Late Luteal,7.8,3,2,2,3,0.2,363.1,379.4,41.9
Menstrual,8.1,4,3,4,2,0.0,323.1,218.3,55.8
Menstrual,7.6,4,3,3,3,0.4,502.1,495.1,45.2
Follicular,7.0,4,3,3,4,1.0,580.5,412.8,42.6
Follicular,9.3,5,4,4,1,0.0,96.3,196.3,90.0
Early Luteal,6.1,3,3,2,2,1.9,237.7,202.5,37.8
Ovulation,4.6,2,3,3,1,3.4,27.0,0.0,33.9
Menstrual,7.1,4,2,2,4,0.9,446.3,403.2,32.8
Early Luteal,8.3,3,3,4,4,0.0,463.2,457.0,40.8
Menstrual,5.9,3,2,2,3,2.1,251.8,189.3,27.6
Follicular,6.6,3,3,4,2,1.4,78.9,178.9,51.6
Late Luteal,8.3,3,3,4,3,0.0,407.2,441.7,49.2
Late Luteal,4.9,1,2,2,1,3.1,49.5,0.0,27.2
Follicular,7.6,5,4,4,4,0.4,459.1,439.6,52.9
Follicular,6.3,2,2,3,2,1.7,381.3,430.5,31.5
Follicular,6.0,3,3,3,2,2.0,201.7,162.9,41.9
Follicular,7.5,3,2,3,4,0.5,539.7,432.8,35.8
Late Luteal,6.9,3,2,2,2,1.1,267.5,278.0,42.1
Late Luteal,8.2,4,3,3,2,0.0,177.5,193.0,63.2
Menstrual,7.5,3,3,3,1,0.5,18.9,0.0,58.3
Follicular,7.8,4,3,5,2,0.2,174.0,217.3,59.6
Menstrual,6.0,4,3,3,2,2.0,223.4,146.4,45.3
Early Luteal,5.9,2,2,3,2,2.1,235.7,220.1,34.5
Menstrual,5.3,3,2,3,2,2.7,241.7,341.7,20.1
Menstrual,4.9,1,1,2,5,3.1,800.0,806.9,0.0
Ovulation,6.1,3,4,4,1,1.9,25.1,0.0,56.2
Ovulation,7.7,3,4,4,2,0.3,139.0,130.6,57.1
Menstrual,7.2,3,3,2,2,0.8,157.5,204.0,47.4
Follicular,5.5,2,3,2,2,2.5,292.6,229.2,33.8
Late Luteal,7.5,3,3,4,2,0.5,149.6,249.6,54.3
Late Luteal,7.2,4,2,2,4,0.8,568.2,576.8,31.6
Menstrual,8.3,4,2,3,4,0.0,510.8,591.7,35.2
Early Luteal,5.4,5,3,3,3,2.6,358.5,239.3,42.8
Early Luteal,6.9,3,3,3,1,1.1,125.8,144.9,53.0
Menstrual,6.0,3,2,2,3,2.0,447.8,396.7,23.8
Early Luteal,7.4,4,4,3,2,0.6,99.8,91.7,69.5
Follicular,7.1,4,3,5,3,0.9,529.4,570.8,48.2
Ovulation,6.8,2,3,3,2,1.2,329.1,401.4,39.7
Late Luteal,4.9,2,1,3,3,3.1,311.9,411.9,12.9
Menstrual,6.1,4,3,3,2,1.9,173.1,227.1,46.4
Late Luteal,6.8,2,2,2,3,1.2,473.2,401.1,24.6
Follicular,8.2,4,4,4,2,0.0,245.9,231.1,64.5
Follicular,6.5,3,4,3,1,1.5,31.4,80.0,53.8
Early Luteal,8.6,5,4,4,3,0.0,488.9,465.7,63.4
Late Luteal,8.6,4,3,2,2,0.0,78.3,157.4,63.1
Menstrual,6.9,3,2,2,2,1.1,76.4,107.2,50.3
Late Luteal,8.2,3,3,3,1,0.0,27.5,0.0,61.3
Late Luteal,7.2,4,3,3,2,0.8,112.1,123.0,55.2
Follicular,7.3,4,3,4,2,0.7,267.7,276.3,58.0
Late Luteal,7.7,3,3,3,1,0.3,135.6,117.5,61.9
Follicular,7.6,3,3,2,2,0.4,239.0,157.8,50.5
Ovulation,6.8,3,4,3,4,1.2,630.8,551.1,31.2
Menstrual,5.7,2,2,2,2,2.3,251.0,282.5,24.9
Follicular,8.4,3,3,3,2,0.0,334.7,281.4,56.5
Early Luteal,7.2,3,4,4,1,0.8,78.4,178.4,64.3
Follicular,7.0,3,3,3,2,1.0,395.3,408.4,48.8
Late Luteal,5.6,3,3,2,2,2.4,154.1,245.5,38.2
Early Luteal,8.6,3,3,3,3,0.0,333.2,293.3,48.8
Menstrual,6.7,2,2,1,2,1.3,285.7,153.7,36.0
Late Luteal,6.3,2,2,2,4,1.7,611.7,678.0,15.5
Ovulation,6.1,3,4,4,1,1.9,172.4,272.4,50.6
Follicular,8.5,4,3,3,3,0.0,279.4,217.9,56.7
Early Luteal,7.9,5,3,3,1,0.1,51.3,125.0,72.2
Early Luteal,8.7,5,3,3,3,0.0,254.0,140.2,67.2
Follicular,6.7,3,4,4,3,1.3,375.0,299.6,46.2
Late Luteal,6.2,2,2,2,3,1.8,274.5,301.8,24.2
Follicular,6.1,3,4,3,1,1.9,104.7,191.3,52.7
Follicular,4.8,1,3,3,2,3.2,191.8,291.8,18.8
Early Luteal,6.9,3,3,3,2,1.1,153.0,226.3,47.5
Follicular,8.3,5,4,3,1,0.0,56.4,81.7,79.7
Ovulation,6.3,3,3,4,1,1.7,0.2,48.5,55.4
Menstrual,6.0,2,2,3,3,2.0,331.4,255.1,21.8
Ovulation,7.2,5,4,5,2,0.8,252.5,352.5,65.2
Menstrual,5.1,3,3,4,2,2.9,147.0,193.6,30.0
Late Luteal,5.8,3,2,2,1,2.2,44.9,24.6,47.5
Ovulation,7.0,3,3,3,4,1.0,517.2,520.4,31.9
Late Luteal,5.6,3,2,2,4,2.4,592.3,675.5,14.1
Late Luteal,5.5,5,3,3,1,2.5,6.3,0.0,54.6
Menstrual,5.0,2,1,1,5,3.0,795.9,895.9,0.0
Follicular,6.2,3,3,4,4,1.8,525.0,625.0,28.4
Menstrual,6.5,3,3,2,2,1.5,207.6,270.0,39.9
Late Luteal,6.3,3,1,1,2,1.7,204.2,179.0,39.0
Late Luteal,8.7,4,3,3,2,0.0,159.2,121.6,65.0
Ovulation,6.9,3,3,4,3,1.1,421.6,462.6,46.1
Menstrual,5.2,3,1,2,4,2.8,484.1,483.2,9.8
Early Luteal,7.6,4,4,4,1,0.4,136.3,63.1,70.2
Follicular,6.6,3,3,3,1,1.4,118.2,155.8,53.0
Late Luteal,5.8,2,1,2,3,2.2,436.7,388.9,17.9
Ovulation,5.7,4,4,4,2,2.3,234.5,143.2,44.7
Ovulation,7.1,4,5,4,2,0.9,141.9,141.5,61.8
Menstrual,6.8,3,3,3,2,1.2,170.8,51.9,40.7
Early Luteal,6.8,3,2,2,3,1.2,460.8,442.2,38.5
Late Luteal,6.4,3,3,3,2,1.6,122.2,194.7,47.8
Follicular,7.4,5,3,4,2,0.6,77.8,177.8,71.8
Ovulation,8.1,5,4,5,2,0.0,222.2,185.3,73.0
Follicular,6.7,4,3,4,3,1.3,318.5,232.2,47.4
Ovulation,7.3,3,3,4,2,0.7,201.7,152.3,59.2
Late Luteal,7.1,4,3,3,2,0.9,196.3,237.5,51.5
Menstrual,6.9,4,4,4,3,1.1,370.6,302.6,44.1
Follicular,8.4,4,3,3,2,0.0,184.9,124.4,65.4
Menstrual,7.3,4,3,3,4,0.7,748.8,510.5,37.5
Follicular,6.9,1,3,4,1,1.1,39.0,0.0,46.5
Early Luteal,8.9,3,4,3,2,0.0,190.7,102.8,65.6
Follicular,6.0,3,3,3,2,2.0,199.9,161.2,44.2
Early Luteal,6.4,3,3,2,2,1.6,300.3,324.9,38.4
Menstrual,5.6,3,2,3,3,2.4,347.2,289.9,27.5
Follicular,7.1,4,3,3,3,0.9,270.8,258.0,48.7
Menstrual,8.8,5,4,4,2,0.0,136.6,54.1,73.0
Late Luteal,7.8,4,3,1,2,0.2,206.4,306.4,57.8
Menstrual,5.6,3,2,1,3,2.4,416.5,358.3,19.2
Late Luteal,6.1,4,2,2,2,1.9,254.0,239.4,43.7
Early Luteal,6.4,4,4,4,2,1.6,253.9,191.3,48.9
Follicular,7.1,5,4,5,2,0.9,175.8,145.0,67.1
Early Luteal,8.2,3,3,3,2,0.0,286.4,267.9,58.8
Early Luteal,5.3,2,2,2,5,2.7,775.7,866.6,1.5
Late Luteal,6.3,3,3,3,3,1.7,423.3,509.3,34.1
Follicular,6.8,4,4,4,2,1.2,198.7,184.6,51.9
Ovulation,9.1,5,4,4,2,0.0,197.6,221.0,80.2
Late Luteal,6.8,2,3,1,1,1.2,132.9,177.5,44.5
Ovulation,6.0,3,3,4,2,2.0,167.2,208.5,49.8
Early Luteal,8.6,3,3,3,1,0.0,98.4,150.6,64.7
Follicular,5.9,4,4,4,5,2.1,733.0,776.3,29.8
Menstrual,7.4,5,3,3,2,0.6,146.2,113.6,58.2
Menstrual,7.9,3,3,2,1,0.1,91.9,124.5,63.1
Early Luteal,7.3,3,3,3,3,0.7,389.4,410.3,40.1
Follicular,6.6,3,3,3,3,1.4,445.2,437.3,45.4
Early Luteal,8.2,4,3,2,2,0.0,145.7,57.0,64.3
Late Luteal,7.5,3,2,2,2,0.5,270.7,158.7,45.4
Menstrual,7.3,4,2,2,2,0.7,206.3,12.4,47.2
Follicular,7.6,4,4,4,3,0.4,294.6,203.0,50.3
Early Luteal,7.1,5,4,4,1,0.9,114.0,145.7,72.1
Follicular,7.1,4,4,3,2,0.9,185.1,134.8,59.3
Late Luteal,5.9,3,2,1,2,2.1,228.9,159.7,31.4
Follicular,9.0,4,4,3,3,0.0,403.0,382.8,62.1
Early Luteal,6.9,3,3,3,3,1.1,341.4,279.3,38.9
Follicular,7.9,4,3,3,3,0.1,356.3,425.4,56.2
Ovulation,8.1,3,4,4,2,0.0,84.0,17.1,68.7
Early Luteal,6.5,5,3,3,2,1.5,167.8,90.3,59.9
Follicular,7.7,4,4,4,3,0.3,451.0,551.0,53.0
Early Luteal,7.8,5,4,4,2,0.2,134.6,135.3,73.8
Menstrual,4.9,2,3,3,1,3.1,66.4,23.8,26.9
Follicular,7.3,4,3,3,2,0.7,251.9,234.3,54.7
Follicular,7.6,5,4,4,2,0.4,200.8,166.7,73.8
Early Luteal,6.8,2,2,3,4,1.2,462.3,314.3,29.1
Follicular,8.2,3,3,3,3,0.0,348.2,415.0,59.2
Menstrual,7.0,2,2,3,5,1.0,800.0,835.2,13.0
Early Luteal,6.9,3,3,3,1,1.1,61.7,147.4,51.5
Late Luteal,6.6,4,3,2,2,1.4,115.6,52.4,50.0
Follicular,7.1,3,4,4,2,0.9,317.4,417.4,43.4
Early Luteal,4.6,2,2,2,3,3.4,391.9,474.9,13.2
Early Luteal,7.6,4,3,3,1,0.4,66.7,6.1,74.0
Follicular,7.3,5,5,5,2,0.7,136.9,73.6,67.6
Early Luteal,5.7,3,3,2,3,2.3,473.1,494.0,25.6
Follicular,8.3,3,3,2,3,0.0,379.5,358.5,47.4
Early Luteal,7.2,3,4,3,2,0.8,225.1,226.4,52.3
Late Luteal,6.5,3,3,3,1,1.5,75.6,80.7,46.0
Early Luteal,7.6,5,3,3,2,0.4,144.9,160.3,64.3
Ovulation,5.9,3,3,3,3,2.1,307.9,256.6,32.6
Early Luteal,7.6,3,3,3,2,0.4,160.5,36.4,53.3
Early Luteal,6.9,3,2,3,3,1.1,321.6,249.7,43.6
Follicular,7.1,4,4,4,3,0.9,257.6,162.4,54.1
Late Luteal,6.8,2,2,1,2,1.2,123.5,223.5,36.0
Follicular,6.6,3,3,4,1,1.4,23.8,123.8,58.6
Early Luteal,6.3,3,3,4,1,1.7,34.6,97.0,49.8
Late Luteal,5.4,4,4,3,1,2.6,147.2,82.9,48.0
Menstrual,6.9,2,2,2,2,1.1,142.7,213.9,37.0
Early Luteal,7.1,4,4,4,1,0.9,91.4,52.2,69.1
Early Luteal,7.7,4,3,4,4,0.3,507.2,507.6,42.5
Late Luteal,7.0,2,2,1,2,1.0,89.7,147.1,39.9
Follicular,7.7,5,4,4,2,0.3,128.9,1.8,68.5
Follicular,6.9,3,4,4,2,1.1,43.6,48.7,57.0
Follicular,8.9,4,4,4,2,0.0,157.0,174.9,77.0
Early Luteal,5.9,3,3,3,2,2.1,73.6,153.8,44.5
Follicular,8.3,5,5,5,2,0.0,236.8,336.8,78.0
Follicular,6.4,3,3,3,3,1.6,306.3,340.4,37.9
Early Luteal,7.7,4,3,2,3,0.3,340.0,351.7,50.4
Late Luteal,5.4,2,3,2,3,2.6,434.2,315.3,22.4
Late Luteal,6.3,4,2,3,3,1.7,340.9,439.0,34.7
Follicular,7.2,5,4,4,2,0.8,162.4,205.4,63.1
Menstrual,6.1,4,2,1,2,1.9,302.9,390.8,41.0
Follicular,7.8,4,3,4,3,0.2,494.5,408.8,49.5
Follicular,6.4,2,3,2,2,1.6,235.6,2.6,36.4
Menstrual,7.3,3,3,3,2,0.7,215.8,159.4,44.2
Follicular,8.8,4,4,4,2,0.0,202.0,137.8,69.1
Follicular,7.9,5,4,3,1,0.1,50.3,30.0,84.9
Late Luteal,7.2,4,4,3,1,0.8,93.7,62.1,59.5
Late Luteal,5.6,3,2,2,2,2.4,238.8,149.1,31.7
Late Luteal,6.4,3,2,1,2,1.6,167.5,57.0,34.8
Follicular,7.5,5,5,4,3,0.5,351.8,222.9,60.9
Follicular,6.8,3,3,4,2,1.2,190.8,218.8,46.5
Follicular,9.4,5,4,3,2,0.0,164.3,37.0,83.1
Early Luteal,9.5,4,3,4,2,0.0,103.0,140.6,71.6
Follicular,5.0,2,3,4,4,3.0,538.5,604.2,12.0
Follicular,6.7,3,3,3,5,1.3,800.0,842.8,14.7
Menstrual,7.4,4,4,3,2,0.6,239.1,194.0,53.5
Early Luteal,7.2,4,3,3,2,0.8,273.2,264.6,54.5
Follicular,6.0,4,4,3,3,2.0,297.5,213.4,46.5
Ovulation,7.7,4,4,4,2,0.3,183.0,141.4,63.7
Early Luteal,7.9,4,4,4,2,0.1,245.7,187.5,60.1
Ovulation,6.8,4,3,4,3,1.2,317.6,300.6,49.8
Late Luteal,7.3,4,3,3,2,0.7,241.4,234.8,48.1
Ovulation,6.4,4,3,3,3,1.6,251.9,181.0,39.1
Early Luteal,7.1,4,4,3,2,0.9,189.2,171.9,59.9
Late Luteal,7.1,4,2,2,1,0.9,76.7,176.7,57.5
Follicular,8.2,4,4,4,2,0.0,205.1,223.7,73.4
Early Luteal,6.3,2,3,2,1,1.7,83.8,52.7,44.0
Early Luteal,5.7,2,3,3,2,2.3,319.2,419.2,28.7
Late Luteal,6.4,3,3,2,2,1.6,149.2,120.3,42.8
Follicular,7.0,3,4,3,2,1.0,142.5,242.5,51.9
Menstrual,7.1,5,3,3,1,0.9,88.5,188.5,67.7
Follicular,8.9,4,3,3,2,0.0,247.0,200.0,65.9
Early Luteal,7.6,4,3,4,2,0.4,178.6,38.6,63.5
Late Luteal,7.0,2,2,2,4,1.0,412.6,488.2,21.3
Menstrual,8.3,4,3,3,2,0.0,307.6,126.6,59.2
Late Luteal,6.8,2,3,3,2,1.2,229.7,258.5,31.2
Follicular,7.0,4,4,4,2,1.0,231.3,265.4,55.5
Early Luteal,7.4,4,3,2,1,0.6,67.8,167.8,72.7
Late Luteal,6.4,3,2,2,2,1.6,167.8,145.8,38.6
Early Luteal,7.7,4,5,4,2,0.3,104.6,0.0,68.1
Late Luteal,7.7,4,2,2,2,0.3,300.1,246.1,46.8
Follicular,6.9,3,3,3,3,1.1,432.0,444.6,40.3
Follicular,7.1,4,3,4,2,0.9,244.3,244.4,60.2
Early Luteal,7.0,3,3,3,2,1.0,206.7,183.3,40.8
Early Luteal,6.9,3,3,3,2,1.1,211.5,311.5,45.4
Menstrual,7.3,4,3,3,2,0.7,298.3,380.2,48.0
Early Luteal,5.5,3,2,3,2,2.5,196.8,206.8,37.5
Late Luteal,6.9,3,3,2,2,1.1,146.9,136.1,43.0
Ovulation,7.3,4,4,5,3,0.7,369.9,340.3,50.9
Early Luteal,6.6,3,2,3,3,1.4,503.4,511.5,30.1
Late Luteal,6.5,4,2,2,2,1.5,58.2,38.9,48.1
Follicular,7.6,4,4,5,1,0.4,142.3,166.0,69.5
Menstrual,6.4,2,2,3,2,1.6,156.4,256.4,35.4
Follicular,9.5,4,3,3,3,0.0,395.8,402.3,65.3
Follicular,6.4,4,4,4,1,1.6,71.4,161.3,64.0
Menstrual,6.6,2,3,2,3,1.4,359.8,386.7,24.6
Early Luteal,7.7,4,4,3,3,0.3,324.5,283.9,62.8
Late Luteal,6.8,2,2,2,3,1.2,344.7,335.2,27.5
Follicular,7.0,2,3,4,3,1.0,210.3,261.0,45.7
Early Luteal,6.3,2,3,2,2,1.7,216.5,316.5,42.3
Early Luteal,5.8,4,4,4,1,2.2,42.4,112.0,55.7
Late Luteal,5.7,3,2,3,2,2.3,252.1,283.0,30.2
Early Luteal,6.5,3,3,4,1,1.5,23.6,17.6,52.4
Follicular,8.4,4,4,5,4,0.0,461.7,436.3,52.8
Ovulation,5.7,3,4,3,2,2.3,209.6,216.0,41.0
Early Luteal,5.5,3,3,2,1,2.5,71.6,8.0,44.3
Early Luteal,5.2,5,3,3,3,2.8,336.9,261.7,41.5
Ovulation,5.0,1,3,2,2,3.0,127.0,0.0,27.2
Follicular,7.5,4,3,4,1,0.5,95.1,0.0,72.0
Late Luteal,7.0,3,2,2,4,1.0,569.7,456.0,20.5
Follicular,7.0,3,3,4,2,1.0,123.2,169.7,53.9
Early Luteal,5.4,2,4,4,1,2.6,55.4,0.0,42.8
Follicular,7.2,4,4,4,3,0.8,295.1,284.8,53.2
Early Luteal,8.2,2,3,2,1,0.0,30.6,45.2,58.3
Follicular,6.8,4,4,3,2,1.2,207.8,181.9,53.7
Menstrual,6.5,3,2,2,2,1.5,108.4,0.0,46.2
Follicular,7.4,4,3,3,2,0.6,85.3,16.9,61.9
Late Luteal,6.5,3,2,2,3,1.5,235.2,296.9,38.2
Follicular,9.2,5,5,4,2,0.0,109.2,132.1,79.0
Late Luteal,6.2,3,2,2,2,1.8,241.9,241.8,29.4
Late Luteal,6.2,2,3,2,1,1.8,45.2,41.0,40.1
Late Luteal,7.4,4,1,2,4,0.6,734.7,638.0,31.6
Late Luteal,7.0,3,2,2,2,1.0,255.7,291.4,37.4
Menstrual,6.6,3,2,2,3,1.4,458.7,456.4,33.6
Early Luteal,7.8,5,3,4,2,0.2,55.4,0.0,67.1
Ovulation,6.6,3,3,4,2,1.4,120.5,220.5,54.1
Late Luteal,7.4,4,2,3,2,0.6,252.2,352.2,48.2
Ovulation,7.8,4,4,4,1,0.2,87.6,91.9,69.2
Early Luteal,7.2,4,3,4,2,0.8,16.6,116.6,61.5
Early Luteal,7.5,4,3,3,3,0.5,347.7,283.2,54.8
Follicular,7.8,5,4,4,3,0.2,479.1,541.6,59.9
Early Luteal,7.0,3,4,4,1,1.0,49.1,0.0,55.6
Follicular,8.8,5,4,4,2,0.0,230.4,323.9,79.4
Follicular,8.8,5,4,4,1,0.0,44.7,64.5,88.3
Late Luteal,5.1,2,3,2,1,2.9,88.7,124.7,30.0
Follicular,7.2,3,3,4,5,0.8,711.8,811.8,23.9
Late Luteal,6.1,3,3,2,1,1.9,45.6,85.5,46.3
Early Luteal,6.8,3,2,3,3,1.2,371.6,310.0,37.4
Late Luteal,6.1,3,2,2,4,1.9,489.8,516.0,21.1
Follicular,8.0,3,4,4,2,0.0,271.3,292.1,62.5
Late Luteal,5.6,3,2,3,2,2.4,198.2,121.1,32.5
Follicular,7.8,4,3,3,4,0.2,522.0,391.5,45.4
Ovulation,7.3,4,4,4,1,0.7,88.1,0.0,69.9
Late Luteal,5.8,2,1,2,2,2.2,195.1,283.7,23.5
Late Luteal,5.6,3,1,2,3,2.4,263.1,252.6,24.3
Follicular,7.9,4,4,5,3,0.1,351.9,401.0,59.3
Late Luteal,6.5,3,3,2,4,1.5,553.3,610.5,23.2
Follicular,8.2,4,5,5,1,0.0,107.3,207.3,74.0
Follicular,6.1,3,2,2,4,1.9,476.6,487.6,31.2
Late Luteal,9.5,5,3,3,2,0.0,156.6,237.8,72.8
Menstrual,8.0,4,3,4,3,0.0,312.8,301.9,52.7
Follicular,7.1,5,5,4,1,0.9,151.1,203.4,75.4
Menstrual,5.4,3,2,2,2,2.6,109.8,0.0,36.4
Early Luteal,8.9,4,5,5,1,0.0,62.7,38.6,79.8
Early Luteal,7.3,4,4,3,1,0.7,89.8,189.8,65.5
Menstrual,7.7,4,3,3,3,0.3,402.7,502.7,43.6
Follicular,9.2,5,4,5,2,0.0,259.7,198.9,76.7
Follicular,7.4,5,3,3,3,0.6,376.1,360.6,56.3
Menstrual,6.7,3,3,3,2,1.3,106.8,170.3,44.6
Late Luteal,6.8,3,3,3,3,1.2,413.1,410.4,36.5
Follicular,7.8,4,3,4,4,0.2,453.2,298.6,50.3
Early Luteal,7.4,5,2,2,4,0.6,402.7,417.8,49.5
Late Luteal,4.9,1,1,1,1,3.1,4.0,14.7,22.2
Early Luteal,6.8,3,3,3,2,1.2,113.6,100.9,51.1
Late Luteal,8.4,3,2,2,3,0.0,356.0,404.3,45.4
Follicular,6.8,3,2,2,3,1.2,455.4,441.9,42.3
Menstrual,6.5,4,3,3,3,1.5,492.9,506.6,39.4
Follicular,8.2,4,5,5,2,0.0,180.8,154.5,74.3
Follicular,6.8,4,4,4,3,1.2,357.4,454.0,49.8
Ovulation,7.4,4,4,4,1,0.6,58.7,158.7,75.3
Follicular,6.2,2,3,3,1,1.8,19.6,68.0,54.6
Menstrual,8.2,5,3,4,4,0.0,388.3,240.4,51.5
Late Luteal,4.9,2,2,2,3,3.1,369.9,434.7,15.4
Late Luteal,5.8,4,3,4,2,2.2,179.9,132.0,41.3
Early Luteal,7.5,4,3,3,3,0.5,386.2,141.2,46.9
Late Luteal,6.8,2,2,2,3,1.2,352.6,313.9,28.5
Follicular,6.2,3,4,3,3,1.8,475.7,445.1,40.0
Early Luteal,6.4,3,2,2,2,1.6,203.5,209.1,41.5
Follicular,7.4,4,4,4,2,0.6,107.5,60.8,62.6
Early Luteal,7.5,3,4,3,2,0.5,211.4,159.7,54.6
Early Luteal,5.4,1,1,2,4,2.6,453.8,365.1,3.9
Menstrual,6.6,3,2,3,4,1.4,406.4,332.9,26.5
Follicular,8.5,4,4,4,1,0.0,28.5,0.0,76.1
Follicular,7.2,5,4,4,3,0.8,404.4,282.4,56.0
Late Luteal,7.2,4,2,2,4,0.8,527.0,410.6,35.0
Ovulation,5.4,3,3,4,2,2.6,281.4,199.6,39.0
Follicular,7.1,4,3,4,3,0.9,285.4,385.4,49.2
Late Luteal,8.6,4,4,3,2,0.0,233.3,258.0,60.0
Follicular,7.2,4,3,2,2,0.8,243.7,318.2,54.0
Early Luteal,6.7,4,3,3,2,1.3,133.0,46.8,51.2
Late Luteal,7.0,3,3,3,3,1.0,298.7,380.6,36.2
Ovulation,6.1,3,3,3,2,1.9,185.2,162.3,45.3
Early Luteal,6.4,3,2,2,3,1.6,264.4,252.7,40.4
Menstrual,8.6,5,4,3,3,0.0,392.9,441.9,62.2
Late Luteal,5.4,3,2,2,2,2.6,186.0,73.0,28.4
Late Luteal,5.2,3,2,3,3,2.8,409.7,509.7,26.0
Ovulation,5.9,3,3,3,3,2.1,343.8,308.5,35.4
Late Luteal,6.0,4,3,3,3,2.0,323.5,341.0,34.9
Early Luteal,6.0,3,4,3,1,2.0,59.9,96.0,52.9
Follicular,6.1,3,3,3,2,1.9,115.4,122.8,48.8
Late Luteal,5.7,3,2,2,3,2.3,359.1,349.3,28.5
Follicular,8.3,5,4,4,1,0.0,20.1,43.4,78.1
Follicular,6.7,4,4,4,2,1.3,138.8,134.3,56.6
Ovulation,8.6,4,4,4,2,0.0,196.1,77.1,71.4
Early Luteal,7.6,5,5,4,1,0.4,142.4,95.3,76.1
Early Luteal,5.6,4,3,3,3,2.4,391.7,479.4,34.9
Late Luteal,4.8,2,2,3,2,3.2,242.9,273.2,18.7
Follicular,8.1,4,3,3,2,0.0,117.3,212.6,68.4
Late Luteal,5.7,3,2,1,2,2.3,177.0,133.8,34.4
Late Luteal,6.6,3,3,3,3,1.4,395.5,359.7,32.7
Early Luteal,6.4,3,3,3,1,1.6,101.3,0.0,53.1
Follicular,8.6,5,5,4,1,0.0,92.5,135.7,84.5
Late Luteal,6.5,2,2,2,1,1.5,90.8,190.8,34.7
Early Luteal,6.6,2,2,3,2,1.4,185.4,183.9,40.5
Menstrual,7.0,3,2,2,2,1.0,135.7,235.7,41.9
Follicular,6.9,2,3,2,1,1.1,135.1,228.3,45.0
Ovulation,7.6,4,3,3,3,0.4,369.7,458.4,54.1
Early Luteal,5.1,4,3,3,2,2.9,139.1,50.5,39.0
Follicular,7.2,4,4,4,2,0.8,242.5,331.6,55.6
Early Luteal,6.1,3,1,1,4,1.9,645.2,745.2,10.9
Late Luteal,4.8,3,3,3,2,3.2,119.7,185.9,28.6
Follicular,6.6,3,3,4,4,1.4,663.2,662.9,27.2
Follicular,6.6,4,4,5,2,1.4,133.5,218.2,60.3
Late Luteal,7.1,4,3,3,3,0.9,390.2,464.2,44.4
Follicular,7.7,5,4,5,4,0.3,635.9,630.1,49.5
Ovulation,7.0,4,3,3,4,1.0,445.7,479.1,42.9
Late Luteal,7.4,5,3,3,2,0.6,177.3,199.9,62.9
Follicular,6.9,2,3,3,2,1.1,245.3,168.8,44.8
Early Luteal,7.5,3,3,4,3,0.5,256.2,244.0,45.1
Menstrual,7.8,5,4,4,1,0.2,15.7,0.0,75.8
Follicular,6.0,4,4,4,1,2.0,29.1,129.1,66.4
Late Luteal,6.7,3,2,3,4,1.3,626.6,726.6,28.4
Menstrual,6.1,3,1,2,2,1.9,212.2,37.3,32.7
Follicular,8.6,4,3,3,2,0.0,147.9,94.2,74.3
Menstrual,7.3,4,2,2,3,0.7,469.0,397.5,41.2
Late Luteal,6.0,3,2,2,3,2.0,443.0,426.8,31.2
Menstrual,7.4,3,2,1,2,0.6,328.6,428.6,38.9
Ovulation,6.0,3,2,4,1,2.0,55.5,91.6,50.9
Early Luteal,7.7,3,4,3,2,0.3,231.7,331.7,57.4
Early Luteal,9.0,4,4,5,2,0.0,35.3,0.0,70.6
Follicular,9.3,5,4,4,1,0.0,129.0,0.0,86.5
Early Luteal,6.4,4,2,2,2,1.6,244.1,321.7,47.0
Ovulation,7.4,4,4,4,2,0.6,104.6,73.3,65.4
Follicular,7.2,4,3,4,2,0.8,74.8,174.8,59.5
Early Luteal,7.3,4,4,4,2,0.7,236.7,264.1,63.9
Follicular,5.9,3,4,4,1,2.1,50.5,20.1,56.4
Early Luteal,6.4,2,2,2,4,1.6,560.0,458.3,18.8
Follicular,5.9,3,3,3,2,2.1,283.1,355.5,43.9
Late Luteal,6.1,2,1,2,5,1.9,669.5,649.8,0.0
Late Luteal,6.5,4,2,2,2,1.5,212.5,171.5,46.0
Follicular,5.6,3,3,4,1,2.4,61.9,103.0,48.7
Ovulation,7.0,2,4,4,1,1.0,63.3,130.6,55.5
